imdb_score,duration,gross,budget
5.5,95.0,108012170.0,63000000.0
7.7,117.0,210592590.0,65000000.0
6.3,106.0,279167575.0,80000000.0
7.1,115.0,143151473.0,60000000.0
8.5,189.0,136801374.0,60000000.0
5.9,100.0,168213584.0,0.0
5.8,81.0,135381507.0,150000000.0
8.1,149.0,167735396.0,61000000.0
7.9,119.0,121468960.0,60000000.0
7.2,130.0,106635996.0,58000000.0
6.3,116.0,102678089.0,95000000.0
8.1,103.0,125603360.0,60000000.0
7.0,99.0,101217900.0,70000000.0
5.5,92.0,104148781.0,60000000.0
6.7,109.0,75573300.0,61000000.0
5.2,87.0,93375151.0,60000000.0
7.0,111.0,106126012.0,60000000.0
6.1,101.0,93307796.0,60000000.0
6.6,83.0,90646554.0,105000000.0
5.5,113.0,109176215.0,60000000.0
5.9,107.0,82670733.0,60000000.0
5.4,94.0,82569532.0,60000000.0
6.4,132.0,81687587.0,61000000.0
5.7,140.0,80574010.0,60000000.0
6.7,125.0,75764085.0,60000000.0
7.1,111.0,90356857.0,58000000.0
6.8,156.0,75530832.0,55000000.0
6.5,170.0,75370763.0,60000000.0
7.6,120.0,100003492.0,65000000.0
5.5,100.0,90341670.0,60000000.0
6.5,115.0,74540762.0,55000000.0
7.0,130.0,80033643.0,60000000.0
5.8,105.0,73648142.0,60000000.0
7.3,111.0,71844424.0,60000000.0
6.6,106.0,75638743.0,60000000.0
4.4,89.0,66734992.0,60000000.0
7.7,100.0,75280058.0,60000000.0
5.0,91.0,64505912.0,48000000.0
7.7,146.0,77862546.0,70000000.0
4.4,98.0,61112916.0,50000000.0
6.1,101.0,88200225.0,60000000.0
5.4,94.0,60573641.0,60000000.0
6.8,132.0,59035104.0,66000000.0
6.5,115.0,56702901.0,60000000.0
7.0,92.0,55994557.0,60000000.0
6.3,124.0,54910560.0,60000000.0
6.3,119.0,53789313.0,60000000.0
6.1,124.0,51045801.0,60000000.0
6.1,93.0,50818750.0,60000000.0
7.3,22.0,0.0,0.0
5.3,98.0,50189179.0,60000000.0
5.4,92.0,50024083.0,60000000.0
6.2,105.0,50549107.0,60000000.0
6.6,124.0,56443482.0,60000000.0
5.9,99.0,62401264.0,60000000.0
6.3,116.0,47748610.0,75000000.0
7.2,124.0,46975183.0,61000000.0
6.8,96.0,50807639.0,60000000.0
6.1,104.0,46611204.0,48000000.0
7.8,100.0,257756197.0,60000000.0
5.0,115.0,48472213.0,45000000.0
6.2,101.0,43060566.0,60000000.0
6.7,113.0,45996718.0,60000000.0
4.9,100.0,43337279.0,60000000.0
7.4,134.0,37479778.0,60000000.0
7.1,127.0,36965395.0,0.0
6.2,125.0,40559930.0,60000000.0
4.9,94.0,36830057.0,65000000.0
6.1,107.0,36279230.0,60000000.0
6.1,91.0,42194060.0,70000000.0
6.4,116.0,43119879.0,60000000.0
6.3,100.0,35096190.0,60000000.0
6.8,111.0,35754555.0,0.0
6.6,117.0,43290977.0,80000000.0
5.7,110.0,33927476.0,40000000.0
5.9,96.0,32122249.0,60000000.0
6.0,101.0,40076438.0,60000000.0
6.1,111.0,32940507.0,60000000.0
6.7,117.0,31670931.0,60000000.0
6.7,126.0,30695227.0,60000000.0
7.9,152.0,32522352.0,60000000.0
5.0,86.0,28424210.0,0.0
4.3,101.0,26082914.0,87000000.0
5.7,87.0,29136626.0,60000000.0
6.7,85.0,26288320.0,60000000.0
6.7,130.0,26616590.0,60000000.0
8.1,173.0,623279547.0,220000000.0
6.1,104.0,30063805.0,60000000.0
5.6,121.0,22518325.0,50000000.0
6.6,140.0,13082288.0,60000000.0
6.9,131.0,18208078.0,60000000.0
4.8,91.0,14218868.0,65000000.0
6.2,118.0,22451.0,60000000.0
6.0,130.0,31165421.0,60000000.0
4.9,90.0,11802056.0,60000000.0
5.6,103.0,25472967.0,30000000.0
6.1,122.0,22362500.0,55000000.0
6.1,106.0,17281832.0,60000000.0
4.8,103.0,19781879.0,60000000.0
5.5,107.0,7605668.0,60000000.0
3.8,156.0,4535117.0,60000000.0
6.5,127.0,4426297.0,35000000.0
6.0,119.0,0.0,68005000.0
6.7,132.0,10166502.0,80000000.0
8.1,108.0,363024263.0,58000000.0
4.9,114.0,12065985.0,60000000.0
7.3,133.0,350123553.0,58800000.0
6.4,103.0,80021740.0,58000000.0
6.6,22.0,0.0,3000000.0
6.7,95.0,48291624.0,58000000.0
3.6,90.0,35231365.0,60000000.0
5.7,87.0,53715611.0,63000000.0
6.0,114.0,31199215.0,58000000.0
4.9,119.0,0.0,0.0
4.7,103.0,29580087.0,58000000.0
6.3,125.0,44665963.0,58000000.0
5.9,97.0,60128566.0,60000000.0
5.9,125.0,49875589.0,58000000.0
7.0,30.0,0.0,0.0
7.5,136.0,60984028.0,57000000.0
5.6,116.0,36931089.0,70000000.0
6.4,103.0,51317350.0,57000000.0
6.3,97.0,28328132.0,58000000.0
4.3,96.0,51774002.0,57000000.0
5.9,131.0,25528495.0,57000000.0
6.7,22.0,0.0,0.0
5.5,95.0,113006880.0,56000000.0
6.2,86.0,45860039.0,56000000.0
8.8,142.0,329691196.0,55000000.0
5.2,92.0,217326336.0,60000000.0
7.0,108.0,166225040.0,55000000.0
6.6,84.0,141600000.0,55000000.0
7.3,188.0,134218018.0,55000000.0
5.6,95.0,128769345.0,54000000.0
6.6,118.0,177575142.0,70000000.0
5.4,92.0,105263257.0,55000000.0
6.3,74.0,104354205.0,55000000.0
7.9,134.0,107100855.0,55000000.0
6.3,101.0,98711404.0,55000000.0
6.0,100.0,100328194.0,50000000.0
7.2,132.0,101530738.0,55000000.0
5.1,105.0,93815117.0,55000000.0
7.3,123.0,91400000.0,53000000.0
8.0,117.0,162586036.0,55000000.0
6.2,98.0,89706988.0,55000000.0
6.0,128.0,83000000.0,55000000.0
6.7,114.0,78745923.0,55000000.0
8.1,111.0,70098138.0,30000000.0
6.4,85.0,66365290.0,55000000.0
8.4,44.0,0.0,1400000.0
8.0,137.0,66207920.0,30000000.0
6.3,97.0,63408614.0,55000000.0
6.4,104.0,58422650.0,55000000.0
6.6,110.0,56932305.0,55000000.0
6.4,133.0,68750000.0,55000000.0
6.0,94.0,68218041.0,55000000.0
6.6,104.0,25040293.0,55000000.0
5.9,91.0,55747724.0,55000000.0
6.4,145.0,55473600.0,50000000.0
6.3,135.0,49994804.0,55000000.0
7.3,122.0,41609593.0,55000000.0
6.8,110.0,38553833.0,55000000.0
7.2,95.0,76137505.0,55000000.0
5.7,102.0,34350553.0,68000000.0
6.0,94.0,34238611.0,55000000.0
6.5,126.0,34098563.0,55000000.0
5.8,118.0,33828318.0,55000000.0
5.8,99.0,33472850.0,55000000.0
6.7,88.0,31051126.0,55000000.0
7.8,141.0,35707327.0,55000000.0
5.6,107.0,20550712.0,50000000.0
5.8,116.0,18573791.0,55000000.0
7.4,143.0,51225796.0,70000000.0
6.9,114.0,16264475.0,55000000.0
5.5,93.0,25857987.0,62000000.0
6.3,280.0,12870569.0,56000000.0
4.7,100.0,11466088.0,71000000.0
5.6,107.0,16088610.0,55000000.0
6.4,119.0,51178893.0,50000000.0
4.2,95.0,6768055.0,57000000.0
6.4,119.0,39440655.0,55000000.0
7.7,133.0,6167817.0,47000000.0
7.7,152.0,0.0,2000000.0
5.3,96.0,0.0,55000000.0
6.7,117.0,81645152.0,54000000.0
7.7,123.0,69951824.0,55000000.0
5.7,92.0,9483821.0,55000000.0
7.6,170.0,66676062.0,54000000.0
6.4,123.0,26838389.0,57000000.0
5.6,110.0,75604320.0,54000000.0
6.8,116.0,108200000.0,54000000.0
2.4,121.0,5660084.0,54000000.0
6.2,128.0,7221458.0,55000000.0
5.9,99.0,70327868.0,46000000.0
7.1,94.0,58297830.0,50000000.0
7.6,127.0,57386369.0,52500000.0
5.5,89.0,45207112.0,53000000.0
7.0,123.0,62563543.0,53000000.0
7.1,135.0,33574332.0,90000000.0
7.4,118.0,73343413.0,50000000.0
7.6,189.0,25031037.0,53000000.0
5.9,172.0,22843047.0,55000000.0
5.9,124.0,5755286.0,55000000.0
8.0,141.0,164435221.0,52000000.0
7.4,157.0,95720716.0,40000000.0
5.8,106.0,118683135.0,52000000.0
6.3,108.0,143704210.0,52000000.0
5.7,125.0,110476776.0,52000000.0
5.1,107.0,80270227.0,50000000.0
7.6,215.0,36385763.0,52000000.0
6.4,118.0,37035845.0,52000000.0
7.4,118.0,34580635.0,52000000.0
8.2,178.0,42438300.0,52000000.0
6.5,92.0,23324666.0,52000000.0
5.5,104.0,23020488.0,52000000.0
6.5,116.0,90567722.0,51000000.0
5.6,90.0,72601713.0,51000000.0
4.9,93.0,35092918.0,0.0
4.6,130.0,296623634.0,50000000.0
7.9,90.0,267652016.0,60000000.0
7.1,106.0,62453315.0,50200000.0
6.9,155.0,165500000.0,48000000.0
7.3,139.0,153620822.0,50000000.0
7.0,112.0,218628680.0,50000000.0
7.7,139.0,147637474.0,50000000.0
6.7,115.0,135014968.0,50000000.0
6.3,143.0,2175312.0,50000000.0
5.8,96.0,126203320.0,50000000.0
7.1,112.0,126975169.0,50000000.0
7.3,131.0,125548685.0,52000000.0
6.4,116.0,105807520.0,50000000.0
7.1,112.0,191616238.0,50000000.0
7.6,123.0,105264608.0,60000000.0
6.8,104.0,97680195.0,70000000.0
6.6,107.0,126088877.0,50000000.0
6.7,124.0,91030827.0,50000000.0
6.1,96.0,150315155.0,50000000.0
6.0,125.0,127997349.0,50000000.0
7.6,129.0,88504640.0,45000000.0
7.1,90.0,81517441.0,50000000.0
5.0,109.0,81022333.0,50000000.0
7.1,124.0,75621915.0,0.0
6.2,121.0,79948113.0,50000000.0
5.6,95.0,88658172.0,50000000.0
5.4,128.0,75888270.0,0.0
7.4,118.0,84244877.0,50000000.0
5.0,80.0,75367693.0,35000000.0
5.2,99.0,73701902.0,60000000.0
7.6,133.0,75605492.0,50000000.0
6.6,127.0,67823573.0,50000000.0
7.0,106.0,91439400.0,50000000.0
5.7,98.0,67128202.0,65000000.0
8.2,132.0,70496802.0,54000000.0
6.2,114.0,60470220.0,50000000.0
6.6,78.0,58336565.0,50000000.0
4.7,101.0,66002004.0,50000000.0
6.3,113.0,54997476.0,50000000.0
6.1,98.0,55682070.0,50000000.0
6.7,124.0,52752475.0,50000000.0
6.1,109.0,55092830.0,60000000.0
7.0,128.0,50815288.0,50000000.0
7.4,144.0,52822418.0,50000000.0
7.3,95.0,50150619.0,50000000.0
5.8,105.0,48745150.0,50000000.0
6.7,121.0,50007168.0,50000000.0
5.8,125.0,48154732.0,50000000.0
7.8,129.0,48265581.0,50000000.0
6.6,132.0,46982632.0,50000000.0
6.5,118.0,44737059.0,50000000.0
6.7,113.0,56724080.0,50000000.0
7.3,140.0,44484065.0,50000000.0
5.8,89.0,47553512.0,50000000.0
5.5,104.0,42610000.0,55000000.0
6.3,106.0,41482207.0,50000000.0
7.4,141.0,47105085.0,50000000.0
5.9,124.0,41256277.0,50000000.0
6.2,98.0,50740078.0,45000000.0
5.9,108.0,40203020.0,40000000.0
6.5,114.0,40905277.0,50000000.0
4.4,101.0,38590500.0,50000000.0
3.5,93.0,39177541.0,50000000.0
6.6,119.0,39778599.0,50000000.0
6.0,119.0,37486138.0,50000000.0
6.4,99.0,38105077.0,40000000.0
6.5,137.0,35168395.0,50000000.0
7.8,105.0,0.0,0.0
4.3,117.0,32800000.0,40000000.0
4.2,87.0,33643461.0,50000000.0
6.5,129.0,32741596.0,50000000.0
6.1,115.0,31874869.0,50000000.0
6.3,132.0,30306268.0,50000000.0
6.2,131.0,27667947.0,50000000.0
5.9,95.0,27067160.0,50000000.0
5.9,125.0,26616999.0,40000000.0
6.5,98.0,26536120.0,50000000.0
6.4,110.0,26199517.0,50000000.0
6.5,118.0,25450527.0,50000000.0
5.7,101.0,25407250.0,50000000.0
8.0,90.0,23159305.0,70000000.0
7.3,119.0,24006726.0,50000000.0
6.7,139.0,20389967.0,50000000.0
7.5,130.0,19593740.0,50000000.0
5.4,100.0,19118247.0,40000000.0
6.6,114.0,26442251.0,50000000.0
7.7,96.0,17114882.0,25000000.0
5.8,110.0,18472363.0,50000000.0
6.4,158.0,14131298.0,390000000.0
5.6,102.0,21557240.0,49900000.0
6.0,84.0,21283440.0,55000000.0
6.2,115.0,10556196.0,50000000.0
5.9,99.0,16671505.0,50000000.0
5.1,135.0,10400000.0,50000000.0
6.8,108.0,9528092.0,22000000.0
7.0,43.0,0.0,0.0
6.0,127.0,10137232.0,50000000.0
5.1,107.0,9795017.0,50000000.0
5.8,95.0,20488579.0,50000000.0
6.2,124.0,19445217.0,60000000.0
6.4,109.0,8355815.0,55000000.0
4.8,102.0,28837115.0,50000000.0
4.9,88.0,6471394.0,50000000.0
5.6,87.0,6291602.0,50000000.0
5.5,104.0,10706786.0,50000000.0
3.7,96.0,8742261.0,18000000.0
5.9,85.0,43905746.0,49000000.0
8.5,64.0,0.0,0.0
6.3,104.0,21413502.0,40000000.0
7.4,135.0,7994115.0,0.0
7.6,190.0,124107476.0,48000000.0
8.3,127.0,197171806.0,48000000.0
6.6,129.0,12802907.0,0.0
6.9,120.0,31569268.0,49000000.0
6.7,118.0,66488090.0,48000000.0
6.8,112.0,95308367.0,48000000.0
4.6,89.0,0.0,1500000.0
7.1,114.0,60652036.0,48000000.0
6.4,137.0,1206135.0,50000000.0
6.4,112.0,56607223.0,48000000.0
7.4,120.0,50173190.0,48000000.0
6.4,123.0,47095453.0,48000000.0
6.0,93.0,37879996.0,48000000.0
6.5,123.0,25900000.0,58000000.0
7.8,122.0,53574088.0,55000000.0
6.0,115.0,89253340.0,48000000.0
7.0,123.0,37339525.0,48000000.0
6.0,96.0,60154431.0,47000000.0
7.8,110.0,528972.0,0.0
6.1,105.0,103738726.0,100000000.0
6.8,113.0,69304264.0,48000000.0
6.4,132.0,29781453.0,48000000.0
7.7,93.0,0.0,14000000.0
8.1,115.0,0.0,1000000.0
4.5,75.0,15519841.0,47000000.0
5.8,108.0,5600000.0,47000000.0
6.3,105.0,126805112.0,46000000.0
5.7,102.0,93607673.0,48000000.0
7.2,118.0,67263182.0,46000000.0
7.6,111.0,92001027.0,45000000.0
4.7,81.0,10539414.0,47000000.0
6.6,116.0,58918501.0,46000000.0
6.8,86.0,181395380.0,45000000.0
2.7,140.0,0.0,48000000.0
4.8,91.0,130512915.0,45000000.0
6.3,98.0,139852971.0,45000000.0
5.5,84.0,110000082.0,48000000.0
6.2,109.0,106807667.0,45000000.0
5.8,93.0,101702060.0,45000000.0
5.7,113.0,95149435.0,40000000.0
6.5,141.0,100768056.0,45000000.0
6.7,119.0,92115211.0,45000000.0
7.4,97.0,93452056.0,45000000.0
6.9,117.0,83287363.0,45000000.0
5.5,101.0,82931301.0,60000000.0
8.1,153.0,60962878.0,46000000.0
7.7,122.0,76261036.0,45000000.0
7.3,102.0,71423726.0,45000000.0
5.2,83.0,71277420.0,45000000.0
7.1,103.0,88625922.0,45000000.0
7.1,110.0,70001065.0,45000000.0
7.2,136.0,67253092.0,30000000.0
6.5,91.0,66790248.0,45000000.0
4.6,89.0,65557989.0,45000000.0
5.6,107.0,60786269.0,45000000.0
7.7,129.0,59365105.0,45000000.0
7.2,95.0,162792677.0,120000000.0
6.8,122.0,31598308.0,35000000.0
5.4,110.0,57362581.0,45000000.0
6.3,135.0,53854588.0,45000000.0
7.2,111.0,0.0,2500000.0
5.6,95.0,52580895.0,45000000.0
6.8,109.0,51019112.0,50000000.0
4.3,93.0,48114556.0,26000000.0
6.3,94.0,50648679.0,45000000.0
6.5,117.0,46280507.0,40000000.0
6.4,112.0,38360195.0,45000000.0
6.3,111.0,46815748.0,45000000.0
5.9,96.0,35617599.0,45000000.0
6.5,141.0,47307550.0,45000000.0
6.5,94.0,32003620.0,25000000.0
6.1,87.0,27972410.0,35000000.0
5.9,88.0,28133159.0,50000000.0
6.6,177.0,27400000.0,40000000.0
7.4,133.0,24343673.0,45000000.0
7.3,119.0,22877808.0,35000000.0
6.6,102.0,36883539.0,52000000.0
5.6,101.0,22531698.0,70000000.0
5.3,91.0,20400913.0,45000000.0
6.0,117.0,20101861.0,45000000.0
5.4,86.0,25200412.0,45000000.0
6.8,124.0,19719930.0,45000000.0
6.4,134.0,19377727.0,45000000.0
7.1,95.0,13401683.0,35000000.0
4.9,100.0,17300889.0,45000000.0
5.8,220.0,15527125.0,57000000.0
7.1,212.0,13560960.0,50000000.0
7.2,128.0,15523168.0,45000000.0
6.0,106.0,11146409.0,45000000.0
6.0,160.0,7916887.0,45000000.0
7.0,114.0,6565495.0,45000000.0
5.4,99.0,15279680.0,40000000.0
6.5,74.0,7262288.0,40000000.0
6.4,139.0,4584886.0,45000000.0
8.3,52.0,0.0,0.0
4.9,103.0,2154540.0,45000000.0
6.3,101.0,8129455.0,45000000.0
1.7,91.0,0.0,65000000.0
7.7,130.0,136019448.0,44500000.0
7.8,130.0,183875760.0,44000000.0
5.5,110.0,67061228.0,40000000.0
7.5,147.0,53300852.0,44000000.0
6.4,96.0,150415432.0,44000000.0
5.6,118.0,44834712.0,44000000.0
7.5,88.0,84300000.0,2600000.0
6.8,325.0,1500000.0,44000000.0
6.8,102.0,62318875.0,50000000.0
6.0,110.0,5773519.0,40000000.0
7.3,136.0,51768623.0,43000000.0
6.0,103.0,37035515.0,43000000.0
7.0,103.0,24520892.0,45000000.0
5.1,90.0,24430272.0,43000000.0
6.8,154.0,158348400.0,42000000.0
6.5,99.0,31136950.0,44000000.0
6.6,93.0,29113588.0,40000000.0
7.2,109.0,138447667.0,42000000.0
7.0,124.0,116006080.0,42000000.0
7.0,84.0,106793915.0,45000000.0
5.9,90.0,87856565.0,42000000.0
5.4,117.0,70100000.0,40000000.0
6.6,123.0,159578352.0,43000000.0
7.0,251.0,57750000.0,31115000.0
6.5,105.0,45290318.0,42000000.0
6.3,115.0,41543207.0,42000000.0
6.5,122.0,41252428.0,42000000.0
6.5,119.0,35228696.0,32000000.0
5.8,81.0,59992760.0,42000000.0
6.6,133.0,34667015.0,32000000.0
5.4,100.0,37652565.0,42000000.0
6.1,120.0,24375436.0,42000000.0
4.0,104.0,20915465.0,42000000.0
7.6,122.0,24127895.0,50000000.0
7.9,80.0,84961.0,31000000.0
5.3,91.0,26404753.0,40000000.0
6.6,112.0,6105175.0,44000000.0
6.3,100.0,5664251.0,45000000.0
7.5,30.0,0.0,0.0
7.2,105.0,1260917.0,27000000.0
7.0,110.0,116724075.0,41000000.0
4.9,101.0,0.0,0.0
6.9,144.0,56083966.0,65000000.0
5.2,108.0,22108977.0,41000000.0
8.1,107.0,293501675.0,40000000.0
6.6,102.0,18600911.0,42000000.0
6.2,100.0,7204138.0,41000000.0
7.2,126.0,90800000.0,8000000.0
7.3,138.0,150117807.0,40000000.0
6.7,108.0,163947053.0,40000000.0
6.4,105.0,116735231.0,70000000.0
7.8,108.0,118500000.0,40000000.0
6.4,89.0,126546825.0,40000000.0
4.1,129.0,166147885.0,40000000.0
4.1,84.0,111760631.0,38000000.0
7.4,149.0,108706165.0,40000000.0
5.8,94.0,138614544.0,40000000.0
7.6,121.0,125069696.0,40000000.0
7.2,128.0,107458785.0,40000000.0
7.8,134.0,102310175.0,40000000.0
7.7,120.0,96917897.0,40000000.0
6.4,129.0,93952276.0,40000000.0
5.1,89.0,90703745.0,45000000.0
5.5,116.0,89138076.0,40000000.0
7.4,118.0,87666629.0,40000000.0
6.0,107.0,90353764.0,40000000.0
7.5,155.0,82522790.0,40000000.0
7.0,123.0,94125426.0,40000000.0
7.5,128.0,95001343.0,40000000.0
7.3,139.0,81292135.0,40000000.0
5.7,109.0,86208010.0,35000000.0
7.3,120.0,81593527.0,40000000.0
7.2,121.0,75274748.0,35000000.0
5.9,102.0,90835030.0,40000000.0
7.8,117.0,72455275.0,40000000.0
7.7,178.0,75305995.0,40000000.0
8.1,147.0,74098862.0,40000000.0
6.6,90.0,72266306.0,40000000.0
7.1,105.0,71347010.0,40000000.0
5.9,114.0,70836296.0,40000000.0
8.0,206.0,70405498.0,40000000.0
4.6,99.0,70163652.0,40000000.0
6.1,123.0,66808615.0,34000000.0
7.2,137.0,115603980.0,65000000.0
6.4,102.0,64149837.0,20000000.0
6.0,109.0,83906114.0,40000000.0
5.2,82.0,66466372.0,40000000.0
7.6,142.0,72306065.0,40000000.0
6.4,106.0,59068786.0,40000000.0
6.4,114.0,60923325.0,0.0
6.1,106.0,57887882.0,50000000.0
6.1,108.0,53955614.0,40000000.0
5.2,98.0,54967359.0,40000000.0
7.7,131.0,54228104.0,35000000.0
7.3,118.0,57981889.0,40000000.0
6.9,113.0,61094903.0,30000000.0
8.5,130.0,53082743.0,40000000.0
6.3,116.0,54414716.0,42000000.0
5.9,89.0,57011847.0,40000000.0
7.8,139.0,50859889.0,40000000.0
6.7,130.0,51185897.0,30000000.0
6.4,107.0,52000688.0,40000000.0
5.9,116.0,49851591.0,40000000.0
6.6,96.0,47781388.0,40000000.0
6.8,99.0,52320979.0,40000000.0
6.5,104.0,47806295.0,43000000.0
6.6,105.0,51853450.0,25000000.0
5.8,101.0,46012734.0,40000000.0
6.9,134.0,47034272.0,40000000.0
7.1,135.0,45856732.0,40000000.0
5.8,98.0,59588068.0,40000000.0
7.2,155.0,44175394.0,36000000.0
6.0,106.0,45500797.0,40000000.0
4.7,102.0,41797066.0,40000000.0
5.2,95.0,38087756.0,40000000.0
5.5,103.0,37752931.0,40000000.0
6.5,95.0,50562555.0,0.0
7.0,109.0,37371385.0,40000000.0
5.8,95.0,37101011.0,40000000.0
6.2,111.0,38176892.0,40000000.0
6.5,123.0,36283504.0,40000000.0
7.2,140.0,35183792.0,38000000.0
5.1,94.0,38543473.0,40000000.0
4.7,94.0,36037909.0,60000000.0
5.9,92.0,42575718.0,40000000.0
5.8,102.0,33864342.0,40000000.0
7.2,123.0,33508922.0,40000000.0
6.2,104.0,42071069.0,30000000.0
7.4,30.0,0.0,0.0
5.7,102.0,32853640.0,40000000.0
6.1,136.0,42615685.0,40000000.0
6.0,93.0,32055248.0,25000000.0
6.9,129.0,31836745.0,40000000.0
6.5,107.0,30993544.0,40000000.0
5.0,117.0,30981850.0,40000000.0
5.7,116.0,30199105.0,40000000.0
7.0,135.0,29077547.0,40000000.0
5.1,107.0,29374178.0,40000000.0
5.3,90.0,28535768.0,40000000.0
4.4,99.0,27663982.0,40000000.0
4.7,104.0,27053815.0,40000000.0
6.7,115.0,26814957.0,35000000.0
6.7,119.0,25178165.0,40000000.0
5.7,99.0,25117498.0,40000000.0
7.4,112.0,32645.0,500000.0
6.1,128.0,24332324.0,40000000.0
6.4,112.0,36665854.0,40000000.0
6.2,86.0,22717758.0,40000000.0
6.2,108.0,22433915.0,60000000.0
5.9,128.0,22326247.0,60000000.0
4.0,84.0,21176322.0,40000000.0
6.2,111.0,20300000.0,40000000.0
4.6,131.0,20302961.0,45000000.0
6.4,123.0,15962471.0,40000000.0
5.9,101.0,14942422.0,40000000.0
5.1,102.0,14967182.0,40000000.0
7.6,114.0,18996755.0,45000000.0
4.2,107.0,14375181.0,51000000.0
7.8,87.0,20999103.0,40000000.0
5.8,103.0,14448589.0,40000000.0
5.9,99.0,14358033.0,40000000.0
8.4,122.0,33201661.0,77000000.0
4.8,91.0,14018364.0,30000000.0
6.2,103.0,13395939.0,60000000.0
6.5,107.0,20113965.0,40000000.0
6.3,106.0,13376506.0,40000000.0
3.3,101.0,13208023.0,42000000.0
5.9,109.0,13838130.0,40000000.0
6.0,110.0,5773519.0,40000000.0
5.8,89.0,9652000.0,40000000.0
6.5,100.0,12081447.0,0.0
4.7,119.0,7000000.0,36000000.0
4.1,83.0,10431220.0,24000000.0
6.8,108.0,10326062.0,33000000.0
6.2,102.0,6114237.0,40000000.0
4.5,93.0,4835968.0,40000000.0
5.8,84.0,4777007.0,40000000.0
7.3,107.0,3675072.0,26000000.0
5.9,91.0,18438149.0,40000000.0
4.4,94.0,511920.0,40000000.0
5.8,115.0,10640645.0,40000000.0
5.1,93.0,652526.0,40000000.0
6.9,105.0,80050171.0,20000000.0
6.2,107.0,7564000.0,20000000.0
6.9,101.0,876671.0,25000000.0
7.3,111.0,2869369.0,30000000.0
7.1,113.0,128978.0,40000000.0
6.0,112.0,77231.0,25000000.0
7.0,126.0,4563029.0,39200000.0
6.8,90.0,0.0,25000000.0
5.7,93.0,463730.0,0.0
7.6,98.0,50693162.0,23000000.0
8.4,159.0,6498000.0,18026148.0
7.1,107.0,63411478.0,39000000.0
5.6,102.0,42640890.0,0.0
6.7,106.0,144512310.0,38000000.0
7.0,87.0,35287788.0,39000000.0
8.0,119.0,25335935.0,40000000.0
5.3,110.0,5881504.0,39000000.0
4.9,125.0,60000000.0,39000000.0
6.4,113.0,29802761.0,40000000.0
7.4,150.0,626809.0,553632000.0
6.1,108.0,127214072.0,38000000.0
6.5,96.0,88915214.0,38000000.0
5.7,93.0,30400000.0,39000000.0
5.1,100.0,85570368.0,38000000.0
6.6,118.0,75668868.0,35000000.0
6.5,122.0,6594136.0,38600000.0
6.9,120.0,58700247.0,38000000.0
7.8,60.0,0.0,0.0
7.6,146.0,50668906.0,38000000.0
5.6,115.0,39177215.0,38000000.0
6.2,123.0,40334024.0,35000000.0
4.4,94.0,71038190.0,30000000.0
5.6,102.0,24044532.0,38000000.0
5.5,98.0,22770864.0,38000000.0
6.7,133.0,18653746.0,38000000.0
6.1,118.0,17305211.0,38000000.0
6.2,105.0,16991902.0,57000000.0
7.3,109.0,47536959.0,10000000.0
6.6,129.0,10300000.0,38000000.0
8.2,109.0,13782838.0,15000000.0
6.4,127.0,41997790.0,38000000.0
6.4,118.0,6482195.0,37000000.0
5.2,110.0,623374.0,38000000.0
6.5,90.0,7871693.0,55000000.0
7.1,144.0,16377274.0,32000000.0
4.8,97.0,0.0,38000000.0
7.3,130.0,9589875.0,40000000.0
5.2,112.0,34912982.0,38000000.0
7.7,133.0,109712885.0,35000000.0
7.6,150.0,92173235.0,37000000.0
5.7,110.0,41102171.0,40000000.0
7.0,96.0,60338891.0,37000000.0
6.0,96.0,48006503.0,37000000.0
8.1,123.0,26903709.0,38000000.0
8.0,188.0,22450975.0,37000000.0
5.6,107.0,44867349.0,37000000.0
6.1,110.0,46813366.0,38000000.0
6.9,113.0,72279690.0,37000000.0
5.2,122.0,191449475.0,37000000.0
7.0,116.0,71026631.0,36000000.0
6.3,93.0,68208190.0,65000000.0
7.0,118.0,150368971.0,37000000.0
5.3,115.0,0.0,29500000.0
6.9,93.0,50129186.0,36000000.0
6.2,121.0,55500000.0,36000000.0
6.4,101.0,50213619.0,36000000.0
6.4,107.0,42019483.0,36000000.0
5.7,124.0,23360779.0,34000000.0
6.1,109.0,26183197.0,36000000.0
5.4,105.0,20991497.0,37000000.0
6.7,130.0,13052741.0,36000000.0
6.8,127.0,14378353.0,36000000.0
6.0,114.0,33037754.0,37000000.0
7.8,106.0,12339633.0,36000000.0
5.3,95.0,2954405.0,36000000.0
4.5,81.0,30105968.0,37000000.0
5.4,95.0,37788228.0,35200000.0
7.8,108.0,277313371.0,35000000.0
7.2,105.0,2126511.0,36000000.0
6.6,95.0,205399422.0,33000000.0
7.6,126.0,251188924.0,35000000.0
5.9,102.0,1068392.0,36000000.0
6.7,121.0,144731527.0,35000000.0
7.7,129.0,255950375.0,29000000.0
5.4,88.0,112692062.0,35000000.0
6.9,106.0,117528646.0,35000000.0
7.7,110.0,171031347.0,38000000.0
6.8,109.0,124732962.0,35000000.0
6.4,143.0,82300000.0,35000000.0
5.7,120.0,134455175.0,35000000.0
7.3,128.0,79100000.0,35000000.0
6.8,123.0,81159365.0,35000000.0
6.3,129.0,110008260.0,35000000.0
5.9,105.0,67962333.0,35000000.0
7.4,162.0,78651430.0,27000000.0
8.3,138.0,64604977.0,35000000.0
6.2,100.0,63939454.0,35000000.0
